分类,故障模式,故障场景,故障注入手段,优先级,自动化状态,自动化用例路径,SMTX OS 5.1.0 测试,SMTX OS 5.0.6 测试,SMTX OS 5.1.1 测试,SMTX OS 6.0.0 测试
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ab Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ad Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接管理网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接存储网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接迁移网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,运行 Prometheus 服务的节点连接接入网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ab Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ad Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接管理网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接存储网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接迁移网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,Siren Leader 所在的节点连接接入网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ab Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ad Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接管理网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接存储网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接迁移网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,NTPm Leader 所在的节点连接接入网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ab Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ad Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接管理网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接存储网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接迁移网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个 NTPm Follower 所在的节点连接接入网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ab Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接迁移网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux Balance XOR Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的一块 NIC 处于硬件导致的亚健康状态（Linux 802.3ad Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接管理网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接存储网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接迁移网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,集群内 NTP Server 所在的节点连接接入网络的全部 NIC 同时处于硬件导致的亚健康状态,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个非集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个非集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Backup）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个非集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance SLB Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个非集群内 NTP Server 所在的节点连接管理网络的一块 NIC 处于硬件导致的亚健康状态（Balance TCP Bonding）,,P3,Pending,,,,,
NIC,硬件导致的亚健康状态（丢包、错包、时延、闪断等）,一个非集群内 NTP Server 所在的节点连接存储网络的一块 NIC 处于硬件导致的亚健康状态（Active Backup Bonding - Active）,,P3,Pending,,,,,
